Nomor Kontrak,Nama Vendor,Jenis Pengadaan,Durasi Kontrak (hari),HPS,Risk Level,Priority,Predicted Duration
PK-95276,PD Sihombing Irawan,Lisensi & Perangkat Lunak,55,4350745420,Tinggi,Penting,15 hari
PK-99279,PT Suryono,Lisensi & Perangkat Lunak,78,2959557395,Tinggi,Penting,38 hari
PK-33549,Perum Nuraini Namaga (Persero) Tbk,Jasa Konsultansi,77,384540493,Rendah,Penting,37 hari
PK-85402,PT Utama (Persero) Tbk,Pengadaan Barang,195,3882323625,Tinggi,Penting,155 hari
PK-51186,PT Wibisono Winarsih (Persero) Tbk,Jasa Konsultansi,202,3939499790,Tinggi,Penting,162 hari
PK-14711,PT Suryono,Lisensi & Perangkat Lunak,187,4301059627,Tinggi,Penting,147 hari
PK-80550,PT Jailani Hasanah Tbk,Jasa Konsultansi,71,3405830785,Tinggi,Penting,31 hari
PK-22481,UD Sihombing Siregar (Persero) Tbk,Pengadaan Barang,246,3615322816,Tinggi,Penting,206 hari
PK-89685,Perum Nababan Haryanti,Pengadaan Barang,94,1418884379,Tinggi,Penting,54 hari
PK-21893,PD Simbolon Rahayu,Pengadaan Jasa,201,"212126572,9",Rendah,Penting,161 hari
PK-80206,PT Mardhiyah Nurdiyanti (Persero) Tbk,Pengadaan Barang,352,4587521435,Tinggi,Penting,312 hari
PK-52209,PT Haryanti,Pengadaan Barang,263,3738204903,Tinggi,Penting,223 hari
PK-50688,CV Latupono (Persero) Tbk,Lisensi & Perangkat Lunak,317,"812423701,4",Sedang,Penting,277 hari
PK-62921,CV Handayani (Persero) Tbk,Lisensi & Perangkat Lunak,194,4520442512,Tinggi,Penting,154 hari
PK-81910,Perum Laksita (Persero) Tbk,Pengembangan Sistem,296,2372090620,Tinggi,Penting,256 hari
PK-5110,UD Puspita Tbk,Jasa Konsultansi,113,4062568922,Tinggi,Penting,73 hari
PK-94745,PT Hariyah Tbk,Pengadaan Barang,339,2146192337,Tinggi,Penting,299 hari
PK-68534,CV Mansur,Pengembangan Sistem,101,"753313538,9",Sedang,Penting,61 hari
PK-94229,CV Latupono (Persero) Tbk,Pengembangan Sistem,332,2086796396,Tinggi,Penting,292 hari
PK-14487,PT Mandasari,Lisensi & Perangkat Lunak,343,430492506,Rendah,Penting,303 hari
PK-39687,PT Wibisono Winarsih (Persero) Tbk,Jasa Konsultansi,207,1488660698,Tinggi,Penting,167 hari
PK-19143,PD Habibi,Jasa Konsultansi,32,2688293168,Tinggi,Penting,-8 hari
PK-69265,UD Uwais Utama,Pengembangan Sistem,236,2020070379,Tinggi,Penting,196 hari
PK-11388,UD Najmudin Tbk,Jasa Konsultansi,365,1464780026,Tinggi,Penting,325 hari
PK-77775,PD Halimah,Pengadaan Jasa,328,1581974021,Tinggi,Penting,288 hari
PK-16753,PD Simbolon Rahayu,Pengadaan Barang,241,4131171346,Tinggi,Penting,201 hari
PK-64526,Perum Utami,Pengadaan Jasa,321,3770295813,Tinggi,Penting,281 hari
PK-74864,PT Hastuti Permata,Pengembangan Sistem,200,3229252322,Tinggi,Penting,160 hari
PK-73861,PT Suryono,Pengembangan Sistem,95,1417886867,Tinggi,Penting,55 hari
PK-57567,PT Nainggolan Hakim,Pengadaan Barang,305,1157950352,Tinggi,Penting,265 hari
PK-74446,UD Habibi Namaga,Jasa Konsultansi,258,"656058853,9",Sedang,Penting,218 hari
PK-75245,PD Simbolon Rahayu,Pengadaan Barang,118,1956944890,Tinggi,Penting,78 hari
PK-64760,PD Sihotang (Persero) Tbk,Pengadaan Barang,280,1719412802,Tinggi,Penting,240 hari
PK-25186,CV Marbun,Pengadaan Jasa,313,"343190152,6",Rendah,Penting,273 hari
PK-55119,CV Maryadi (Persero) Tbk,Pengadaan Barang,251,3326337615,Tinggi,Penting,211 hari
PK-20477,UD Pradana Latupono Tbk,Pengadaan Jasa,113,2909806612,Tinggi,Penting,73 hari
PK-81821,CV Narpati Tbk,Lisensi & Perangkat Lunak,230,294017926,Rendah,Penting,190 hari
PK-39703,CV Narpati Tbk,Jasa Konsultansi,40,1979211269,Tinggi,Penting,0 hari
PK-84445,CV Widodo Winarsih,Lisensi & Perangkat Lunak,353,"207411934,6",Rendah,Penting,313 hari
PK-58349,PD Dongoran Widodo,Pengembangan Sistem,91,2471439061,Tinggi,Penting,51 hari
PK-99127,CV Haryanti Dongoran Tbk,Jasa Konsultansi,306,2752696817,Tinggi,Penting,266 hari
PK-31391,CV Hidayat Latupono (Persero) Tbk,Lisensi & Perangkat Lunak,355,3537028238,Tinggi,Penting,315 hari
PK-72662,Perum Laksita (Persero) Tbk,Pengadaan Barang,331,1278340564,Tinggi,Penting,291 hari
PK-29554,PT Mandasari,Pengadaan Jasa,358,4064543747,Tinggi,Penting,318 hari
PK-16736,PT Pratama Hidayat (Persero) Tbk,Pengadaan Jasa,228,3115209248,Tinggi,Penting,188 hari
PK-49746,PD Yulianti Nababan,Pengadaan Barang,189,"732454255,6",Sedang,Penting,149 hari
PK-99149,PT Mahendra Usada,Jasa Konsultansi,333,2854540657,Tinggi,Penting,293 hari
PK-90135,PT Zulkarnain,Jasa Konsultansi,188,"322998009,4",Rendah,Penting,148 hari
PK-35648,UD Haryanti,Pengadaan Barang,91,1256023812,Tinggi,Penting,51 hari
PK-64701,Perum Halim Gunawan,Lisensi & Perangkat Lunak,124,4774452955,Tinggi,Penting,84 hari
PK-86753,Perum Aryani,Pengembangan Sistem,198,3661085904,Tinggi,Penting,158 hari
PK-59151,CV Widiastuti Maulana,Pengembangan Sistem,300,3193467049,Tinggi,Penting,260 hari
PK-1353,Perum Hidayat Permata (Persero) Tbk,Pengembangan Sistem,357,4496566864,Tinggi,Penting,317 hari
PK-4182,PD Laksmiwati Haryanto,Jasa Konsultansi,316,"953627801,4",Sedang,Penting,276 hari
PK-14316,PT Damanik (Persero) Tbk,Pengadaan Barang,159,2513173752,Tinggi,Penting,119 hari
PK-78057,Perum Januar,Jasa Konsultansi,147,1549919343,Tinggi,Penting,107 hari
PK-19997,CV Widodo Winarsih,Jasa Konsultansi,35,2917438793,Tinggi,Penting,-5 hari
PK-49406,Perum Utami (Persero) Tbk,Pengembangan Sistem,204,4115449707,Tinggi,Penting,164 hari
PK-21401,PD Thamrin (Persero) Tbk,Pengadaan Barang,219,"889073838,8",Sedang,Penting,179 hari
PK-15509,UD Santoso Puspita (Persero) Tbk,Pengembangan Sistem,320,1032098422,Tinggi,Penting,280 hari
PK-3885,CV Latupono (Persero) Tbk,Pengadaan Barang,342,2911200856,Tinggi,Penting,302 hari
PK-38099,PD Lazuardi Tbk,Jasa Konsultansi,244,2722734237,Tinggi,Penting,204 hari
PK-88570,UD Pradana Latupono Tbk,Pengadaan Barang,284,2493681073,Tinggi,Penting,244 hari
PK-82191,UD Sihombing Siregar (Persero) Tbk,Lisensi & Perangkat Lunak,345,2365165449,Tinggi,Penting,305 hari
PK-39534,PD Dongoran Widodo,Jasa Konsultansi,198,2948236303,Tinggi,Penting,158 hari
PK-3952,PD Mayasari Oktaviani Tbk,Pengadaan Barang,305,"755477675,1",Sedang,Penting,265 hari
PK-35189,PT Nashiruddin Tbk,Pengembangan Sistem,290,"156000622,5",Rendah,Penting,250 hari
PK-68068,UD Pradana Latupono Tbk,Lisensi & Perangkat Lunak,76,"383174504,6",Rendah,Penting,36 hari
PK-50086,CV Narpati Tbk,Lisensi & Perangkat Lunak,115,4017099108,Tinggi,Penting,75 hari
PK-74017,PD Yulianti Nababan,Pengembangan Sistem,90,1542264879,Tinggi,Penting,50 hari
PK-16154,PD Laksita (Persero) Tbk,Lisensi & Perangkat Lunak,193,2412341025,Tinggi,Penting,153 hari
PK-91055,UD Lailasari Zulaika (Persero) Tbk,Jasa Konsultansi,152,2771183603,Tinggi,Penting,112 hari
PK-70754,Perum Utami,Pengadaan Barang,72,1899072430,Tinggi,Penting,32 hari
PK-76486,UD Sihombing Siregar (Persero) Tbk,Pengembangan Sistem,175,3549013756,Tinggi,Penting,135 hari
PK-27139,Perum Utami (Persero) Tbk,Lisensi & Perangkat Lunak,223,4836238329,Tinggi,Penting,183 hari
PK-70796,UD Pradana Latupono Tbk,Pengadaan Barang,240,4511980991,Tinggi,Penting,200 hari
PK-8571,PD Prasetya Pratama Tbk,Jasa Konsultansi,108,"498521295,6",Rendah,Penting,68 hari
PK-89356,Perum Fujiati Suartini,Pengadaan Jasa,60,3917103513,Tinggi,Penting,20 hari
PK-61185,CV Salahudin Tbk,Jasa Konsultansi,184,2821498242,Tinggi,Penting,144 hari
PK-75560,PT Nainggolan Hakim,Pengadaan Barang,168,"486313881,4",Rendah,Penting,128 hari
PK-21504,Perum Rahayu Firgantoro,Jasa Konsultansi,251,3633301805,Tinggi,Penting,211 hari
PK-19484,UD Najmudin Tbk,Jasa Konsultansi,64,"500014770,5",Sedang,Penting,24 hari
PK-67227,CV Prasetyo,Jasa Konsultansi,255,3605245825,Tinggi,Penting,215 hari
PK-89299,PT Latupono Tbk,Pengadaan Jasa,246,1748103508,Tinggi,Penting,206 hari
PK-32514,PT Mahendra Usada,Lisensi & Perangkat Lunak,312,3576773020,Tinggi,Penting,272 hari
PK-60557,UD Sihombing Siregar (Persero) Tbk,Pengadaan Jasa,141,3121174384,Tinggi,Penting,101 hari
PK-77499,PT Latupono Tbk,Lisensi & Perangkat Lunak,154,2507688643,Tinggi,Penting,114 hari
PK-23623,CV Narpati Tbk,Lisensi & Perangkat Lunak,288,3978575001,Tinggi,Penting,248 hari
PK-68089,PT Andriani,Pengadaan Barang,232,4940078706,Tinggi,Penting,192 hari
PK-92033,Perum Rahayu Firgantoro,Pengadaan Jasa,160,4099229347,Tinggi,Penting,120 hari
PK-97060,Perum Januar,Pengadaan Barang,310,1389066462,Tinggi,Penting,270 hari
PK-39304,UD Lailasari Zulaika (Persero) Tbk,Jasa Konsultansi,281,"579442627,8",Sedang,Penting,241 hari
PK-62980,PT Mahendra Usada,Pengembangan Sistem,40,1161438283,Tinggi,Penting,0 hari
PK-35151,Perum Utama (Persero) Tbk,Jasa Konsultansi,42,3840141232,Tinggi,Penting,2 hari
PK-43352,PT Hariyah Tbk,Pengadaan Jasa,197,1330118363,Tinggi,Penting,157 hari
PK-57557,UD Sirait (Persero) Tbk,Pengadaan Barang,51,"597625156,2",Sedang,Penting,11 hari
PK-56223,PT Halimah,Pengadaan Jasa,199,1603637655,Tinggi,Penting,159 hari
PK-56671,PT Simbolon Rahmawati Tbk,Pengadaan Jasa,167,"696597553,2",Sedang,Penting,127 hari
PK-29652,CV Utama Tbk,Lisensi & Perangkat Lunak,111,2179877186,Tinggi,Penting,71 hari
PK-61438,Perum Waluyo (Persero) Tbk,Pengadaan Barang,249,1476494042,Tinggi,Penting,209 hari
PK-84383,PD Sihombing Irawan,Lisensi & Perangkat Lunak,320,"323414068,4",Rendah,Penting,280 hari
PK-28083,Perum Yolanda (Persero) Tbk,Lisensi & Perangkat Lunak,357,2780843779,Tinggi,Penting,317 hari
PK-74156,Perum Utami,Jasa Konsultansi,171,3496674784,Tinggi,Penting,131 hari
PK-52411,UD Iswahyudi Nababan,Lisensi & Perangkat Lunak,56,3328675355,Tinggi,Penting,16 hari
PK-95105,CV Maryadi (Persero) Tbk,Jasa Konsultansi,155,752928695,Sedang,Penting,115 hari
PK-47035,Perum Rahayu Firgantoro,Jasa Konsultansi,53,"492177596,9",Rendah,Penting,13 hari
PK-34958,Perum Kusmawati Prayoga Tbk,Pengadaan Barang,344,2736517125,Tinggi,Penting,304 hari
PK-30794,PD Dongoran Anggriawan (Persero) Tbk,Pengadaan Jasa,345,2115356833,Tinggi,Penting,305 hari
PK-24458,UD Iswahyudi Nababan,Lisensi & Perangkat Lunak,308,"472302047,6",Rendah,Penting,268 hari
PK-29940,Perum Waluyo (Persero) Tbk,Pengadaan Barang,144,2718874714,Tinggi,Penting,104 hari
PK-89525,PT Namaga (Persero) Tbk,Pengadaan Jasa,288,2144665702,Tinggi,Penting,248 hari
PK-86229,PD Sihombing Irawan,Pengadaan Barang,107,1306311035,Tinggi,Penting,67 hari
PK-53137,CV Gunarto (Persero) Tbk,Pengadaan Barang,159,1427631646,Tinggi,Penting,119 hari
PK-45474,CV Andriani Latupono,Lisensi & Perangkat Lunak,79,3970166062,Tinggi,Penting,39 hari
PK-56275,PD Situmorang Wahyudin,Pengembangan Sistem,37,2183691650,Tinggi,Penting,-3 hari
PK-81930,CV Prasetyo,Lisensi & Perangkat Lunak,286,1447910329,Tinggi,Penting,246 hari
PK-28556,PT Suryono,Pengadaan Barang,282,1624372818,Tinggi,Penting,242 hari
PK-91822,PT Andriani,Pengadaan Jasa,169,2183941609,Tinggi,Penting,129 hari
PK-70670,UD Siregar (Persero) Tbk,Lisensi & Perangkat Lunak,140,2103228728,Tinggi,Penting,100 hari
PK-10836,PD Dongoran Anggriawan (Persero) Tbk,Pengadaan Jasa,264,4693990730,Tinggi,Penting,224 hari
PK-3897,CV Marbun,Jasa Konsultansi,239,1494168961,Tinggi,Penting,199 hari
PK-50221,PT Mardhiyah Nurdiyanti (Persero) Tbk,Lisensi & Perangkat Lunak,139,3819862444,Tinggi,Penting,99 hari
PK-7250,PT Damanik (Persero) Tbk,Jasa Konsultansi,195,4909149081,Tinggi,Penting,155 hari
PK-74880,PD Prasetya Pratama Tbk,Pengembangan Sistem,331,1347966355,Tinggi,Penting,291 hari
PK-17581,PT Zulkarnain,Pengembangan Sistem,277,1050085908,Tinggi,Penting,237 hari
PK-93849,CV Handayani (Persero) Tbk,Jasa Konsultansi,182,3074292372,Tinggi,Penting,142 hari
PK-29,PT Saputra Hasanah,Pengadaan Barang,365,1401718038,Tinggi,Penting,325 hari
PK-78623,UD Haryanti,Pengadaan Barang,83,1910766491,Tinggi,Penting,43 hari
PK-67862,PT Namaga (Persero) Tbk,Lisensi & Perangkat Lunak,301,4211465093,Tinggi,Penting,261 hari
PK-306,UD Prasasta Wahyudin Tbk,Jasa Konsultansi,64,2274574551,Tinggi,Penting,24 hari
PK-3029,Perum Santoso,Jasa Konsultansi,160,1888646662,Tinggi,Penting,120 hari
PK-91094,PT Mahendra Usada,Lisensi & Perangkat Lunak,282,3643690819,Tinggi,Penting,242 hari
PK-2766,PT Latupono Tbk,Pengadaan Jasa,94,"942091700,6",Sedang,Penting,54 hari
PK-53068,PT Nainggolan Hakim,Pengadaan Jasa,98,3341581632,Tinggi,Penting,58 hari
PK-21117,Perum Rahayu Firgantoro,Lisensi & Perangkat Lunak,206,2662453803,Tinggi,Penting,166 hari
PK-61325,Perum Nuraini Namaga (Persero) Tbk,Jasa Konsultansi,161,1820128442,Tinggi,Penting,121 hari
PK-56012,PT Simbolon Rahmawati Tbk,Lisensi & Perangkat Lunak,123,1480291583,Tinggi,Penting,83 hari
PK-18927,Perum Waluyo (Persero) Tbk,Jasa Konsultansi,218,4543275719,Tinggi,Penting,178 hari
PK-38097,PD Lazuardi Tbk,Pengembangan Sistem,189,3266167739,Tinggi,Penting,149 hari
PK-14309,PT Hariyah Tbk,Pengembangan Sistem,260,3298430732,Tinggi,Penting,220 hari
PK-67788,PD Simbolon Rahayu,Pengadaan Barang,147,4498106532,Tinggi,Penting,107 hari
PK-78001,Perum Kusmawati Prayoga Tbk,Pengadaan Barang,310,3922386047,Tinggi,Penting,270 hari
PK-60234,CV Marbun,Pengadaan Barang,123,2351052793,Tinggi,Penting,83 hari
PK-59991,CV Yolanda Wijaya,Jasa Konsultansi,197,4515254775,Tinggi,Penting,157 hari
PK-10475,UD Prasasta Wahyudin Tbk,Pengadaan Jasa,313,"150233355,7",Rendah,Penting,273 hari
PK-28176,Perum Kusmawati Prayoga Tbk,Lisensi & Perangkat Lunak,319,1555408474,Tinggi,Penting,279 hari
PK-98545,UD Habibi Namaga,Lisensi & Perangkat Lunak,341,4609056295,Tinggi,Penting,301 hari
PK-79091,UD Tamba Tbk,Lisensi & Perangkat Lunak,240,1730618969,Tinggi,Penting,200 hari
PK-17002,UD Najmudin Tbk,Pengembangan Sistem,200,1409667941,Tinggi,Penting,160 hari
PK-13010,CV Widodo Winarsih,Jasa Konsultansi,183,2818076043,Tinggi,Penting,143 hari
PK-98782,UD Jailani Tbk,Pengadaan Barang,308,4500160648,Tinggi,Penting,268 hari
PK-11825,PT Nainggolan Hakim,Pengembangan Sistem,98,2135567672,Tinggi,Penting,58 hari
PK-96594,PT Halimah,Pengembangan Sistem,136,1639519800,Tinggi,Penting,96 hari
PK-72415,PT Utama (Persero) Tbk,Jasa Konsultansi,359,1505527918,Tinggi,Penting,319 hari
PK-97971,PD Habibi,Pengadaan Barang,63,4527646070,Tinggi,Penting,23 hari
PK-3322,PT Pratama Hidayat (Persero) Tbk,Pengembangan Sistem,232,2914270004,Tinggi,Penting,192 hari
PK-68643,UD Puspita Tbk,Lisensi & Perangkat Lunak,224,4506567561,Tinggi,Penting,184 hari
PK-3180,UD Santoso Puspita (Persero) Tbk,Lisensi & Perangkat Lunak,211,3366625604,Tinggi,Penting,171 hari
PK-14371,PT Suryono,Pengembangan Sistem,160,3570612732,Tinggi,Penting,120 hari
PK-54900,Perum Januar,Lisensi & Perangkat Lunak,344,1707807867,Tinggi,Penting,304 hari
PK-39465,PT Damanik (Persero) Tbk,Jasa Konsultansi,212,3687578840,Tinggi,Penting,172 hari
PK-29768,CV Rajasa Setiawan Tbk,Pengadaan Jasa,76,3834580239,Tinggi,Penting,36 hari
PK-21739,PT Zulkarnain,Pengadaan Barang,242,4014737492,Tinggi,Penting,202 hari
PK-35151,UD Tamba Tbk,Pengadaan Jasa,200,2949700513,Tinggi,Penting,160 hari
PK-41150,PD Yulianti Nababan,Jasa Konsultansi,247,2550192726,Tinggi,Penting,207 hari
PK-32176,PT Halimah,Jasa Konsultansi,315,3910653108,Tinggi,Penting,275 hari
PK-16348,CV Utama Tbk,Pengadaan Barang,293,1742323174,Tinggi,Penting,253 hari
PK-47162,UD Samosir Prayoga Tbk,Jasa Konsultansi,79,4602628812,Tinggi,Penting,39 hari
PK-23120,PT Damanik (Persero) Tbk,Pengadaan Barang,339,3724946427,Tinggi,Penting,299 hari
PK-51617,PD Yulianti Nababan,Pengadaan Barang,307,4549888362,Tinggi,Penting,267 hari
PK-17463,CV Maryadi (Persero) Tbk,Pengadaan Barang,34,2506329682,Tinggi,Penting,-6 hari
PK-32806,CV Prasetyo,Pengadaan Barang,328,4680757965,Tinggi,Penting,288 hari
PK-69626,PT Mahendra Usada,Lisensi & Perangkat Lunak,240,3719617444,Tinggi,Penting,200 hari
PK-75247,UD Samosir Prayoga Tbk,Pengadaan Jasa,330,3324046237,Tinggi,Penting,290 hari
PK-14382,PT Pratama Hidayat (Persero) Tbk,Pengadaan Barang,207,1935638255,Tinggi,Penting,167 hari
PK-10930,PD Sihombing Irawan,Pengadaan Jasa,250,"600419810,5",Sedang,Penting,210 hari
PK-63669,UD Habibi Namaga,Lisensi & Perangkat Lunak,343,3624178821,Tinggi,Penting,303 hari
PK-77438,CV Winarno Samosir (Persero) Tbk,Pengadaan Barang,244,"804932084,8",Sedang,Penting,204 hari
PK-37211,CV Rajasa Setiawan Tbk,Pengadaan Barang,239,2453081946,Tinggi,Penting,199 hari
PK-94006,PT Simbolon Rahmawati Tbk,Pengadaan Jasa,212,3177176398,Tinggi,Penting,172 hari
PK-21304,PD Situmorang Wahyudin,Lisensi & Perangkat Lunak,181,2818163050,Tinggi,Penting,141 hari
PK-99614,PD Prasetya Pratama Tbk,Pengadaan Barang,140,3876388967,Tinggi,Penting,100 hari
PK-34529,Perum Fujiati Suartini,Jasa Konsultansi,343,3750160804,Tinggi,Penting,303 hari
PK-44810,UD Santoso Puspita (Persero) Tbk,Lisensi & Perangkat Lunak,333,2672124351,Tinggi,Penting,293 hari
PK-51125,PT Haryanti,Pengadaan Jasa,111,2280789949,Tinggi,Penting,71 hari
PK-60640,CV Jailani Simbolon,Pengadaan Barang,329,3743279252,Tinggi,Penting,289 hari
PK-37396,UD Siregar (Persero) Tbk,Pengadaan Barang,65,3587218709,Tinggi,Penting,25 hari
PK-58015,PD Ardianto Ardianto,Lisensi & Perangkat Lunak,150,2343573744,Tinggi,Penting,110 hari
PK-83469,UD Pradana Latupono Tbk,Pengembangan Sistem,364,"728168362,1",Sedang,Penting,324 hari
PK-85745,PT Mardhiyah Nurdiyanti (Persero) Tbk,Pengadaan Barang,71,4237136346,Tinggi,Penting,31 hari
PK-99639,PT Latupono Tbk,Lisensi & Perangkat Lunak,117,1880011727,Tinggi,Penting,77 hari
PK-28930,CV Winarno Samosir (Persero) Tbk,Pengadaan Barang,180,3841352437,Tinggi,Penting,140 hari
PK-53218,PT Latupono Tbk,Lisensi & Perangkat Lunak,141,3298051592,Tinggi,Penting,101 hari
PK-93202,Perum Rajata Tbk,Pengembangan Sistem,242,2954966524,Tinggi,Penting,202 hari
PK-78748,Perum Waluyo (Persero) Tbk,Pengadaan Jasa,116,"526402864,9",Sedang,Penting,76 hari
PK-17082,UD Puspita Tbk,Pengembangan Sistem,271,4881067845,Tinggi,Penting,231 hari
PK-65448,PT Jailani,Pengadaan Jasa,217,1472656416,Tinggi,Penting,177 hari
PK-12182,CV Prasetyo,Pengadaan Jasa,180,"187128749,9",Rendah,Penting,140 hari
PK-46909,PD Laksmiwati Haryanto,Pengadaan Barang,77,1831655540,Tinggi,Penting,37 hari
PK-119,CV Winarno Samosir (Persero) Tbk,Pengadaan Jasa,149,2168580717,Tinggi,Penting,109 hari
PK-28280,Perum Mandala Permadi,Pengembangan Sistem,70,4620030183,Tinggi,Penting,30 hari
PK-12704,PT Pratama Hidayat (Persero) Tbk,Lisensi & Perangkat Lunak,86,4696811064,Tinggi,Penting,46 hari
PK-18850,CV Winarno Samosir (Persero) Tbk,Pengadaan Barang,343,3137624192,Tinggi,Penting,303 hari
PK-55122,CV Maryadi (Persero) Tbk,Pengembangan Sistem,95,"561596052,8",Sedang,Penting,55 hari
PK-7055,Perum Aryani,Pengadaan Jasa,184,4849816846,Tinggi,Penting,144 hari
PK-20204,PT Zulkarnain,Pengadaan Jasa,195,4607551777,Tinggi,Penting,155 hari
PK-45942,UD Haryanti,Pengadaan Barang,344,4375515467,Tinggi,Penting,304 hari
PK-69617,UD Tamba Tbk,Jasa Konsultansi,320,2985060499,Tinggi,Penting,280 hari
PK-51604,UD Samosir Prayoga Tbk,Jasa Konsultansi,279,1797403647,Tinggi,Penting,239 hari
PK-51359,UD Pradana Latupono Tbk,Lisensi & Perangkat Lunak,159,1415104708,Tinggi,Penting,119 hari
PK-11729,Perum Nuraini Namaga (Persero) Tbk,Lisensi & Perangkat Lunak,250,2471574159,Tinggi,Penting,210 hari
PK-83259,PT Anggraini Permadi Tbk,Pengadaan Jasa,88,2817606931,Tinggi,Penting,48 hari
PK-46524,PT Haryanti,Pengadaan Jasa,183,2928189114,Tinggi,Penting,143 hari
PK-78632,UD Prasasta Wahyudin Tbk,Pengembangan Sistem,219,2886887905,Tinggi,Penting,179 hari
PK-18768,CV Utama Tbk,Pengadaan Barang,260,4774600856,Tinggi,Penting,220 hari
PK-10024,UD Sirait (Persero) Tbk,Lisensi & Perangkat Lunak,44,2138592600,Tinggi,Penting,4 hari
PK-29244,CV Prasetyo,Pengembangan Sistem,260,4144890173,Tinggi,Penting,220 hari
PK-86496,PD Lazuardi Tbk,Pengadaan Jasa,68,"420707396,8",Rendah,Penting,28 hari
PK-48697,CV Widodo Winarsih,Pengadaan Jasa,137,3918388793,Tinggi,Penting,97 hari
PK-41927,Perum Januar,Pengadaan Barang,278,2717181870,Tinggi,Penting,238 hari
PK-49445,Perum Nuraini Namaga (Persero) Tbk,Pengadaan Barang,347,2568889972,Tinggi,Penting,307 hari
PK-57978,CV Salahudin Tbk,Lisensi & Perangkat Lunak,231,"570347816,7",Sedang,Penting,191 hari
PK-15599,PD Sihotang (Persero) Tbk,Pengadaan Jasa,201,1525298935,Tinggi,Penting,161 hari
PK-67199,Perum Halim Gunawan,Pengembangan Sistem,205,2289217429,Tinggi,Penting,165 hari
PK-37872,Perum Fujiati Suartini,Pengadaan Jasa,364,4335568141,Tinggi,Penting,324 hari
PK-23860,UD Siregar (Persero) Tbk,Pengadaan Jasa,306,3137368164,Tinggi,Penting,266 hari
PK-9598,Perum Utami,Lisensi & Perangkat Lunak,346,2364134762,Tinggi,Penting,306 hari
PK-67331,PT Saputra Hasanah,Pengadaan Jasa,34,2026613881,Tinggi,Penting,-6 hari
PK-16598,Perum Waluyo (Persero) Tbk,Pengembangan Sistem,296,1102693746,Tinggi,Penting,256 hari
PK-61023,PT Mardhiyah Nurdiyanti (Persero) Tbk,Jasa Konsultansi,110,4871199506,Tinggi,Penting,70 hari
PK-39,CV Handayani (Persero) Tbk,Pengembangan Sistem,257,2967433680,Tinggi,Penting,217 hari
PK-48423,UD Tamba Tbk,Pengadaan Jasa,73,1788097994,Tinggi,Penting,33 hari
PK-18488,PT Pratama Hidayat (Persero) Tbk,Pengadaan Jasa,329,4701983264,Tinggi,Penting,289 hari
PK-32110,PD Dongoran Anggriawan (Persero) Tbk,Pengembangan Sistem,194,1612517643,Tinggi,Penting,154 hari
PK-16544,PT Mahendra Usada,Pengembangan Sistem,53,4298957150,Tinggi,Penting,13 hari
PK-56426,PT Suryono,Pengembangan Sistem,321,4413186611,Tinggi,Penting,281 hari
PK-78449,Perum Januar,Pengadaan Jasa,70,1704816216,Tinggi,Penting,30 hari
PK-40802,CV Yolanda Wijaya,Pengadaan Barang,226,4062149645,Tinggi,Penting,186 hari
PK-31900,Perum Halim Gunawan,Pengadaan Barang,297,3997912587,Tinggi,Penting,257 hari
PK-27758,PD Halimah,Jasa Konsultansi,359,3395959860,Tinggi,Penting,319 hari
PK-64681,Perum Utami (Persero) Tbk,Jasa Konsultansi,290,"77601763,69",Rendah,Penting,250 hari
PK-98992,PT Pratama Hidayat (Persero) Tbk,Pengadaan Barang,328,1652732512,Tinggi,Penting,288 hari
PK-73400,Perum Utami (Persero) Tbk,Pengadaan Jasa,345,3970089758,Tinggi,Penting,305 hari
PK-89631,CV Mansur,Pengembangan Sistem,50,1132947958,Tinggi,Penting,10 hari
PK-72929,UD Puspita Tbk,Pengadaan Jasa,199,3133876205,Tinggi,Penting,159 hari
PK-54042,UD Samosir Prayoga Tbk,Jasa Konsultansi,208,2748495739,Tinggi,Penting,168 hari
PK-2111,CV Handayani (Persero) Tbk,Pengadaan Jasa,130,3775111920,Tinggi,Penting,90 hari
